"Author","Birth Year","Death Year","Work","Publication Year","Summary","Themes","Keywords"
"Apolinário Porto Alegre","1828","1888","O Vaqueano","1872","Romance que retrata o vaqueano, figura típica do pampa gaúcho, e suas aventuras, com forte regionalismo.","Regionalismo, Gaúcho, Pampa, Aventura","Romance, Vaqueano, Gaúcho, Pampa"
"José Joaquim de Campos Leão (Qorpo-Santo)","1829","1888","Ensaios e Poesias","1852","Coletânea de escritos de Qorpo-Santo, que misturam poesia e filosofia, com um estilo excêntrico e inovador.","Poesia, Filosofia, Excêntrico, Inovador","Poesia, Ensaios, Qorpo-Santo, Filosofia"
"Ramiro Barcelos (Amaro Juvenal)","1875","1950","Antônio Chimango","1915","Poema satírico sobre um personagem típico do sul, com humor e crítica social, em linguagem regional.","Poesia Satírica, Humor, Crítica Social, Regionalismo","Poema, Chimango, Sátira, Gaúcho"
"Caldre e Fião","1820","1850","A Divina Pastora","1847","Romance histórico ou novelesco sobre a região das missões, com temática religiosa e indígena.","Romance Histórico, Missões, Religião, Indígena","Romance, Missões, Pastora, História"
"Alcides Maya","1878","1944","Ruínas","1898","Romance que explora a decadência e as ruínas de antigas propriedades, com tom melancólico e crítico à sociedade.","Drama, Decadência, Melancolia, Crítica Social","Romance, Ruínas, Decadência, Melancolia"
"Alcides Maya","1878","1944","Tapera","1901","Romance que retrata a vida no interior do Rio Grande do Sul, com foco na pobreza e nas tradições.","Regionalismo, Pobreza, Tradição, Interior","Romance, Tapera, Interior, Gaúcho"
"Alcides Maya","1878","1944","Ruínas Vivas","1910","Continuação de 'Ruínas', aprofundando a crítica social e os dramas familiares.","Drama Social, Família, Crítica","Romance, Ruínas, Drama, Família"
"Ronald Augusto","1961","","Homopoética","1990","Poesia que aborda a experiência masculina e a identidade, com influências do blues e da música.","Poesia, Identidade, Blues, Masculinidade","Poesia, Blues, Identidade, Homem"
"Ronald Augusto","1961","","A Cidade de Além-Mar","2004","Poesia que explora o exílio, a migração e a busca por um lugar no mundo, com imagens urbanas e marítimas.","Poesia, Exílio, Migração, Cidade","Poesia, Cidade, Mar, Exílio"
"Ronald Augusto","1961","","Poesia Não É um Luxo","2012","Coletânea de poemas que refletem sobre o papel da poesia na sociedade, com um viés político e engajado.","Poesia, Política, Engajamento, Reflexão","Poesia, Política, Luxo, Engajamento"
"Ronald Augusto","1961","","Democracia Racial e Literatura","2015","Ensaio que discute a relação entre literatura e a questão racial no Brasil, com foco na democracia racial.","Ensaio, Raça, Literatura, Democracia","Ensaio, Democracia Racial, Literatura, Brasil"
"Atena Beauvoir","1985","","Libertê","2018","Romance que aborda a luta feminina por liberdade, com uma protagonista forte e determinação.","Feminismo, Liberdade, Determinação","Romance, Liberdade, Feminismo, Luta"
"Atena Beauvoir","1985","","Psicodrama","2020","Romance que mergulha no universo da psicologia e do teatro, com conflitos emocionais profundos.","Drama Psicológico, Teatro, Emoção","Romance, Psicodrama, Conflito, Emoção"
"Valéria Barcellos","1980","","Transborda","2020","Livro de poesia que transborda sentimentos, com temas como amor, perda e redescoberta.","Poesia, Amor, Perda, Sentimento","Poesia, Transbordar, Amor, Sentimento"
"Tobias Carvalho","1985","","As Coisas","2019","Romance que aborda a relação entre pessoas e objetos, com uma reflexão sobre o cotidiano.","Ficção, Cotidiano, Objetos, Reflexão","Romance, Coisas, Cotidiano, Reflexão"
"Clara Corleone","1979","","Salão de Beleza","2018","Romance que se passa em um salão de beleza, explorando as relações femininas e os segredos.","Drama Feminino, Relações, Segredos","Romance, Salão, Beleza, Mulheres"
"Clara Corleone","1979","","Porque Mulher Não Pune","2018","Romance que questiona a justiça e a punição, com foco em personagens femininas.","Feminismo, Justiça, Punição, Gênero","Romance, Mulher, Punição, Justiça"
"Clara Corleone","1979","","Porque Era Ela Porque Era Eu","2019","Romance sobre identidade e duplicidade, explorando o eu e o outro.","Identidade, Duplicidade, Introspecção","Romance, Identidade, Eu, Outro"
"Marcelo Backes","1965","","A Casa dos Sete Ventos","1996","Romance que mistura mistério e fantasia, ambientado em uma casa com ventos que guardam segredos.","Mistério, Fantasia, Casa","Romance, Casa, Ventos, Mistério"
"Marcelo Backes","1965","","O Rei do Gado","2001","Romance sobre o agronegócio e a vida no campo, com conflitos de poder e família.","Drama Rural, Poder, Família, Agronegócio","Romance, Gado, Poder, Família"
"Antônio Xerxenesky","1983","","Areia nos Dentes","2012","Romance que aborda a decadência e a memória, com um tom poético e melancólico.","Decadência, Memória, Poesia","Romance, Areia, Dentes, Memória"
"Antônio Xerxenesky","1983","","F","2019","Romance experimental sobre um personagem chamado F, com reflexões sobre a identidade e a escrita.","Ficção Experimental, Identidade, Escrita","Romance, F, Experimental, Identidade"
"Aldyr Garcia Schlee","1934","2018","Contos de Verdades","1976","Coletânea de contos sobre a fronteira e a identidade gaúcha, com forte tom regionalista.","Regionalismo, Fronteira, Conto, Identidade","Contos, Verdades, Fronteira, Gaúcho"
"Aldyr Garcia Schlee","1934","2018","Diário da Fronteira","1977","Diário ficcional ou crônicas sobre o cotidiano da fronteira, com observações afiadas e líricas.","Diário, Fronteira, Cotidiano, Crônica","Diário, Fronteira, Cotidiano, Gaúcho"
"Aldyr Garcia Schlee","1934","2018","El Pampa","1994","Romance ou crônica que exalta a paisagem do pampa, com amor pela terra e pela cultura.","Regionalismo, Pampa, Paisagem, Identidade","Romance, Pampa, Paisagem, Cultura"
"Luis Fernando Verissimo","1936","","Comédias da Vida Privada","1986","Coletânea de crônicas humorísticas sobre a vida cotidiana, com ironia e observação social.","Crônica, Humor, Cotidiano, Sociedade","Crônica, Comédia, Vida Privada, Humor"
"Luis Fernando Verissimo","1936","","O Analista de Bagé","1981","Romance satírico sobre um analista de Bagé, com muito humor e crítica aos costumes.","Sátira, Humor, Psicologia, Costumes","Romance, Analista, Bagé, Sátira"
"Guilhermino Cesar","1908","1993","História da Literatura do Rio Grande do Sul","1956","Ensaio fundamental que traça a evolução da literatura gaúcha, com análises críticas de autores e obras.","Ensaio, Literatura, História, Crítica","História, Literatura, RS, Crítica"
"Carlos Reverbel","1918","2005","Simões Lopes Neto: O Inventor do Sul","1976","Biografia ou estudo crítico sobre a vida e obra de João Simões Lopes Neto, destacando sua contribuição à literatura.","Biografia, Crítica, Literatura, Regionalismo","Biografia, Simões Lopes Neto, Inventor, Sul"
